date,temp,holiday_state,rain_1h,snow_1h,clouds_all,traffic_volume
2012-10-07 09:00:00,275.55,0,0.0,0.0,75,4568
2012-10-07 10:00:00,276.24,0,0.0,0.0,75,4624
2012-10-07 11:00:00,277.01,0,0.0,0.0,90,4529
2012-10-07 12:00:00,277.43,0,0.0,0.0,90,5139
2012-10-07 13:00:00,278.45,0,0.0,0.0,90,6640
2012-10-07 14:00:00,279.27,0,0.0,0.0,90,6589
2012-10-07 15:00:00,279.27,0,0.0,0.0,90,4429
2012-10-07 16:00:00,279.44,0,0.0,0.0,90,4329
2012-10-07 17:00:00,279.32,0,0.0,0.0,90,3833
2012-10-07 18:00:00,279.27,0,0.0,0.0,90,4015
2012-10-07 19:00:00,278.11,0,0.0,0.0,90,3382
2012-10-07 20:00:00,276.79,0,0.0,0.0,75,2815
2012-10-07 21:00:00,275.73,0,0.0,0.0,90,2110
2012-10-07 22:00:00,274.88,0,0.0,0.0,75,1555
2012-10-07 23:00:00,273.92,0,0.0,0.0,20,959
2012-10-08 00:00:00,273.08,1,0.0,0.0,20,455
2012-10-08 01:00:00,272.62,0,0.0,0.0,20,336
2012-10-08 02:00:00,271.78,0,0.0,0.0,1,265
2012-10-08 03:00:00,271.05,0,0.0,0.0,1,314
2012-10-08 04:00:00,270.63,0,0.0,0.0,1,779
2012-10-08 05:00:00,270.33,0,0.0,0.0,1,2571
2012-10-08 06:00:00,269.61,0,0.0,0.0,20,5563
2012-10-08 07:00:00,270.01,0,0.0,0.0,20,6676
2012-10-08 08:00:00,271.23,0,0.0,0.0,20,5966
2012-10-08 09:00:00,273.71,0,0.0,0.0,20,4832
2012-10-08 10:00:00,276.77,0,0.0,0.0,20,4395
2012-10-08 11:00:00,279.47,0,0.0,0.0,20,4411
2012-10-08 12:00:00,279.84,0,0.0,0.0,1,4648
2012-10-08 13:00:00,282.34,0,0.0,0.0,40,4602
2012-10-08 14:00:00,282.94,0,0.0,0.0,40,5125
2012-10-08 15:00:00,283.48,0,0.0,0.0,1,5502
2012-10-08 16:00:00,284.33,0,0.0,0.0,1,5979
2012-10-08 17:00:00,284.48,0,0.0,0.0,40,5663
2012-10-08 18:00:00,284.23,0,0.0,0.0,40,4259
2012-10-08 19:00:00,281.99,0,0.0,0.0,20,3069
2012-10-08 20:00:00,279.81,0,0.0,0.0,1,2378
2012-10-08 21:00:00,279.35,0,0.0,0.0,1,2030
2012-10-08 22:00:00,278.9,0,0.0,0.0,1,1400
2012-10-08 23:00:00,278.46,0,0.0,0.0,1,917
2012-10-09 00:00:00,277.78,0,0.0,0.0,1,515
2012-10-09 01:00:00,277.27,0,0.0,0.0,1,302
2012-10-09 02:00:00,277.47,0,0.0,0.0,1,251
2012-10-09 04:00:00,276.97,0,0.0,0.0,20,798
2012-10-09 05:00:00,276.52,0,0.0,0.0,40,2678
2012-10-09 06:00:00,276.6,0,0.0,0.0,40,5733
2012-10-09 07:00:00,277.31,0,0.0,0.0,75,6449
2012-10-09 08:00:00,278.38,0,0.0,0.0,90,5765
2012-10-09 09:00:00,279.35,0,0.0,0.0,90,5599
2012-10-09 10:00:00,281.37,0,0.0,0.0,90,4534
2012-10-09 11:00:00,283.11,0,0.0,0.0,90,4691
2012-10-09 12:00:00,284.08,0,0.0,0.0,75,5067
2012-10-09 13:00:00,285.14,0,0.0,0.0,75,5030
2012-10-09 14:00:00,286.35,0,0.0,0.0,90,5300
2012-10-09 15:00:00,287.23,0,0.0,0.0,100,5777
2012-10-09 16:00:00,288.53,0,0.0,0.0,90,6349
2012-10-09 17:00:00,290.37,0,0.0,0.0,90,6127
2012-10-09 18:00:00,290.13,0,0.0,0.0,90,4460
2012-10-09 19:00:00,288.86,0,0.0,0.0,75,3418
2012-10-09 20:00:00,287.36,0,0.0,0.0,90,2775
2012-10-09 21:00:00,285.11,0,0.0,0.0,90,2306
2012-10-09 22:00:00,283.46,0,0.0,0.0,90,1846
2012-10-09 23:00:00,282.45,0,0.0,0.0,90,947
2012-10-10 00:00:00,281.88,0,0.0,0.0,90,494
2012-10-10 01:00:00,281.78,0,0.0,0.0,90,332
2012-10-10 02:00:00,281.09,0,0.0,0.0,75,261
2012-10-10 03:00:00,281.17,0,0.0,0.0,90,361
2012-10-10 06:00:00,281.25,0,0.0,0.0,92,5875
2012-10-10 07:00:00,281.25,0,0.0,0.0,99,6793
2012-10-10 07:00:00,281.25,0,0.0,0.0,99,6793
2012-10-10 08:00:00,280.1,0,0.0,0.0,99,6283
2012-10-10 08:00:00,280.1,0,0.0,0.0,99,6283
2012-10-10 09:00:00,279.61,0,0.0,0.0,99,5680
2012-10-10 09:00:00,279.61,0,0.0,0.0,99,5680
2012-10-10 10:00:00,279.67,0,0.0,0.0,99,4632
2012-10-10 11:00:00,280.19,0,0.0,0.0,1,4887
2012-10-10 12:00:00,282.09,0,0.0,0.0,75,5030
2012-10-10 13:00:00,282.26,0,0.0,0.0,75,5067
2012-10-10 14:00:00,282.05,0,0.0,0.0,90,5227
2012-10-10 15:00:00,281.59,0,0.0,0.0,90,5610
2012-10-10 16:00:00,281.23,0,0.0,0.0,81,6286
2012-10-10 18:00:00,282.6,0,0.0,0.0,81,4775
2012-10-10 19:00:00,282.6,0,0.0,0.0,81,3340
2012-10-10 20:00:00,282.6,0,0.0,0.0,81,3013
2012-10-10 21:00:00,282.6,0,0.0,0.0,81,2603
2012-10-10 22:00:00,282.6,0,0.0,0.0,81,1910
2012-10-10 23:00:00,282.6,0,0.0,0.0,81,1037
2012-10-11 01:00:00,273.9,0,0.0,0.0,1,347
2012-10-11 03:00:00,274.4,0,0.0,0.0,75,350
2012-10-11 04:00:00,274.05,0,0.0,0.0,75,850
2012-10-11 05:00:00,273.71,0,0.0,0.0,40,2791
2012-10-11 06:00:00,272.66,0,0.0,0.0,1,5809
2012-10-11 07:00:00,272.65,0,0.0,0.0,1,6798
2012-10-11 08:00:00,272.52,0,0.0,0.0,1,6304
2012-10-11 09:00:00,275.19,0,0.0,0.0,20,5291
2012-10-11 10:00:00,275.34,0,0.0,0.0,1,4638
2012-10-11 14:00:00,284.1,0,0.0,0.0,50,5557
2012-10-11 15:00:00,284.1,0,0.0,0.0,50,5818
2012-10-11 16:00:00,283.78,0,0.0,0.0,75,6272
2012-10-11 17:00:00,283.52,0,0.0,0.0,75,5944
2012-10-11 18:00:00,283.32,0,0.0,0.0,90,4949
2012-10-11 19:00:00,282.06,0,0.0,0.0,90,3511
2012-10-11 20:00:00,281.95,0,0.0,0.0,90,3039
2012-10-11 21:00:00,281.81,0,0.0,0.0,90,2679
2012-10-11 22:00:00,282.16,0,0.0,0.0,90,2094
2012-10-11 23:00:00,282.53,0,0.0,0.0,90,1284
2012-10-12 00:00:00,283.91,0,0.0,0.0,90,630
2012-10-12 01:00:00,284.64,0,0.0,0.0,90,410
2012-10-12 02:00:00,284.61,0,0.0,0.0,90,331
2012-10-12 03:00:00,283.18,0,0.0,0.0,72,372
2012-10-12 04:00:00,282.26,0,0.0,0.0,72,739
2012-10-12 05:00:00,280.77,0,0.0,0.0,72,2561
2012-10-12 06:00:00,278.53,0,0.0,0.0,75,5586
2012-10-12 07:00:00,277.64,0,0.0,0.0,75,6992
2012-10-12 08:00:00,277.9,0,0.0,0.0,90,5860
2012-10-12 09:00:00,278.18,0,0.0,0.0,90,5230
2012-10-12 10:00:00,279.29,0,0.0,0.0,75,4864
2012-10-12 11:00:00,280.45,0,0.0,0.0,75,5146
2012-10-12 12:00:00,280.95,0,0.0,0.0,40,5526
2012-10-12 13:00:00,281.74,0,0.0,0.0,40,5383
2012-10-12 14:00:00,281.84,0,0.0,0.0,75,5758
2012-10-12 15:00:00,282.45,0,0.0,0.0,75,5889
2012-10-12 16:00:00,282.2,0,0.0,0.0,75,6057
2012-10-12 17:00:00,281.54,0,0.0,0.0,40,6028
2012-10-12 18:00:00,280.21,0,0.0,0.0,20,5257
2012-10-12 23:00:00,282.2,0,0.0,0.0,56,1897
2012-10-13 00:00:00,272.58,0,0.0,0.0,1,1335
2012-10-13 01:00:00,272.06,0,0.0,0.0,1,769
2012-10-13 02:00:00,270.99,0,0.0,0.0,1,570
2012-10-13 03:00:00,270.29,0,0.0,0.0,20,413
2012-10-13 04:00:00,269.48,0,0.0,0.0,1,399
2012-10-13 05:00:00,269.27,0,0.0,0.0,1,740
2012-10-13 06:00:00,268.91,0,0.0,0.0,1,1420
2012-10-13 07:00:00,268.98,0,0.0,0.0,75,2220
2012-10-13 08:00:00,269.23,0,0.0,0.0,40,3479
2012-10-13 09:00:00,272.61,0,0.0,0.0,40,4546
2012-10-13 10:00:00,276.78,0,0.0,0.0,20,4579
2012-10-13 11:00:00,279.22,0,0.0,0.0,1,4438
2012-10-13 12:00:00,280.35,0,0.0,0.0,1,4623
2012-10-13 13:00:00,281.81,0,0.0,0.0,1,4440
2012-10-13 14:00:00,283.05,0,0.0,0.0,1,4495
2012-10-13 15:00:00,283.96,0,0.0,0.0,1,4483
2012-10-13 16:00:00,284.53,0,0.0,0.0,1,4591
2012-10-13 17:00:00,284.44,0,0.0,0.0,1,4477
2012-10-13 18:00:00,283.64,0,0.0,0.0,1,4221
2012-10-13 19:00:00,281.85,0,0.0,0.0,20,3672
2012-10-13 20:00:00,281.38,0,0.0,0.0,1,3015
2012-10-13 21:00:00,281.84,0,0.0,0.0,75,2769
2012-10-13 22:00:00,282.23,0,0.0,0.0,90,2875
2012-10-13 23:00:00,282.18,0,0.0,0.0,90,1931
2012-10-14 00:00:00,282.49,0,0.0,0.0,90,1309
2012-10-14 01:00:00,282.54,0,0.0,0.0,90,870
2012-10-14 02:00:00,282.58,0,0.0,0.0,90,654
2012-10-14 03:00:00,282.23,0,0.0,0.0,90,364
2012-10-14 04:00:00,282.08,0,0.0,0.0,90,262
2012-10-14 05:00:00,282.23,0,0.0,0.0,90,505
2012-10-14 06:00:00,282.24,0,0.0,0.0,90,861
2012-10-14 07:00:00,282.24,0,0.0,0.0,90,1132
2012-10-14 08:00:00,282.24,0,0.0,0.0,57,1797
2012-10-14 09:00:00,282.43,0,0.0,0.0,57,2685
2012-10-14 09:00:00,282.43,0,0.0,0.0,57,2685
2012-10-14 09:00:00,282.43,0,0.0,0.0,57,2685
2012-10-14 10:00:00,282.33,0,0.0,0.0,57,3370
2012-10-14 10:00:00,282.33,0,0.0,0.0,57,3370
2012-10-14 11:00:00,282.82,0,0.0,0.0,57,3662
2012-10-14 11:00:00,282.82,0,0.0,0.0,57,3662
2012-10-14 12:00:00,283.33,0,0.0,0.0,57,4076
2012-10-14 12:00:00,283.33,0,0.0,0.0,57,4076
2012-10-14 12:00:00,283.33,0,0.0,0.0,57,4076
2012-10-14 13:00:00,283.75,0,0.0,0.0,93,4128
2012-10-14 13:00:00,283.75,0,0.0,0.0,93,4128
2012-10-14 13:00:00,283.75,0,0.0,0.0,93,4128
2012-10-14 14:00:00,284.09,0,0.0,0.0,93,4358
2012-10-14 14:00:00,284.09,0,0.0,0.0,93,4358
2012-10-14 14:00:00,284.09,0,0.0,0.0,93,4358
2012-10-14 15:00:00,284.55,0,0.0,0.0,93,4342
2012-10-14 15:00:00,284.55,0,0.0,0.0,93,4342
2012-10-14 16:00:00,284.68,0,0.0,0.0,93,4234
2012-10-14 17:00:00,284.64,0,0.0,0.0,93,4271
2012-10-14 17:00:00,284.64,0,0.0,0.0,93,4271
2012-10-14 18:00:00,284.4,0,0.0,0.0,93,4080
2012-10-14 19:00:00,284.17,0,0.0,0.0,93,3453
2012-10-14 20:00:00,284.03,0,0.0,0.0,93,2718
2012-10-14 21:00:00,283.58,0,0.0,0.0,93,2439
2012-10-14 22:00:00,283.04,0,0.0,0.0,93,1819
2012-10-14 23:00:00,281.95,0,0.0,0.0,93,1002
2012-10-14 23:00:00,281.95,0,0.0,0.0,93,1002
2012-10-15 00:00:00,281.61,0,0.0,0.0,93,542
2012-10-15 00:00:00,281.61,0,0.0,0.0,93,542
2012-10-15 01:00:00,281.57,0,0.0,0.0,85,303
2012-10-15 02:00:00,281.42,0,0.0,0.0,85,239
2012-10-15 03:00:00,281.29,0,0.0,0.0,85,335
2012-10-15 03:00:00,281.29,0,0.0,0.0,85,335
2012-10-15 04:00:00,281.02,0,0.0,0.0,85,810
2012-10-15 04:00:00,281.02,0,0.0,0.0,85,810
2012-10-15 05:00:00,280.82,0,0.0,0.0,85,2606
2012-10-15 05:00:00,280.82,0,0.0,0.0,85,2606
2012-10-15 06:00:00,280.39,0,0.0,0.0,85,5714
2012-10-15 07:00:00,280.19,0,0.0,0.0,100,6798
2012-10-15 08:00:00,279.82,0,0.0,0.0,100,6114
2012-10-15 09:00:00,279.75,0,0.0,0.0,100,5094
2012-10-15 10:00:00,280.07,0,0.0,0.0,100,4473
2012-10-15 11:00:00,280.32,0,0.0,0.0,90,4529
2012-10-15 12:00:00,281.72,0,0.0,0.0,100,4823
2012-10-15 13:00:00,284.01,0,0.0,0.0,40,4872
2012-10-15 14:00:00,285.88,0,0.0,0.0,1,5238
2012-10-15 15:00:00,286.87,0,0.0,0.0,1,5584
2012-10-15 16:00:00,287.6,0,0.0,0.0,20,6246
2012-10-15 17:00:00,287.27,0,0.0,0.0,20,5957
2012-10-15 18:00:00,286.18,0,0.0,0.0,20,4535
2012-10-15 19:00:00,285.2,0,0.0,0.0,75,3234
2012-10-15 20:00:00,284.68,0,0.0,0.0,75,2677
2012-10-15 21:00:00,284.49,0,0.0,0.0,90,2077
2012-10-15 22:00:00,283.54,0,0.0,0.0,20,1380
2012-10-15 23:00:00,282.33,0,0.0,0.0,75,927
2012-10-16 00:00:00,281.21,0,0.0,0.0,20,500
2012-10-16 01:00:00,279.87,0,0.0,0.0,1,324
2012-10-16 02:00:00,278.93,0,0.0,0.0,1,257
2012-10-16 03:00:00,277.91,0,0.0,0.0,1,354
2012-10-16 04:00:00,277.21,0,0.0,0.0,1,769
2012-10-16 05:00:00,276.61,0,0.0,0.0,1,2769
2012-10-16 06:00:00,276.11,0,0.0,0.0,1,5789
2012-10-16 07:00:00,274.81,0,0.0,0.0,20,7055
2012-10-16 08:00:00,274.99,0,0.0,0.0,20,6408
2012-10-16 09:00:00,277.91,0,0.0,0.0,20,5254
2012-10-16 10:00:00,280.71,0,0.0,0.0,20,4547
2012-10-16 11:00:00,283.85,0,0.0,0.0,20,4784
2012-10-16 12:00:00,286.01,0,0.0,0.0,40,5015
2012-10-16 13:00:00,286.31,0,0.0,0.0,1,5057
2012-10-16 14:00:00,288.15,0,0.0,0.0,75,5430
2012-10-16 15:00:00,289.15,0,0.0,0.0,75,5813
2012-10-16 16:00:00,288.99,0,0.0,0.0,75,6496
2012-10-16 17:00:00,288.86,0,0.0,0.0,75,6429
2012-10-16 18:00:00,288.16,0,0.0,0.0,90,5142
2012-10-16 19:00:00,287.28,0,0.0,0.0,68,3311
2012-10-16 20:00:00,287.04,0,0.0,0.0,90,2777
2012-10-16 21:00:00,286.9,0,0.0,0.0,90,2331
2012-10-16 22:00:00,287.09,0,0.0,0.0,90,1767
2012-10-16 23:00:00,287.09,0,0.0,0.0,90,1093
2012-10-17 00:00:00,286.89,0,0.0,0.0,75,554
2012-10-17 01:00:00,286.93,0,0.0,0.0,75,333
2012-10-17 02:00:00,286.93,0,0.0,0.0,90,267
2012-10-17 03:00:00,287.07,0,0.0,0.0,90,358
2012-10-17 04:00:00,286.56,0,0.0,0.0,75,777
2012-10-17 05:00:00,285.91,0,0.0,0.0,90,2732
2012-10-17 06:00:00,285.29,0,0.0,0.0,90,5637
2012-10-17 07:00:00,284.92,0,0.0,0.0,75,5564
2012-10-17 08:00:00,285.35,0,0.0,0.0,75,6274
2012-10-17 09:00:00,285.72,0,0.0,0.0,100,5403
2012-10-17 09:00:00,285.72,0,0.0,0.0,100,5403
2012-10-17 10:00:00,287.09,0,0.0,0.0,75,4680
2012-10-17 11:00:00,288.31,0,0.0,0.0,75,4642
2012-10-17 12:00:00,288.61,0,0.0,0.0,1,4979
2012-10-17 13:00:00,290.32,0,0.0,0.0,1,4851
2012-10-17 14:00:00,291.36,0,0.0,0.0,1,4291
2012-10-17 15:00:00,292.01,0,0.0,0.0,1,4714
2012-10-17 16:00:00,292.61,0,0.0,0.0,1,6723
2012-10-17 17:00:00,292.65,0,0.0,0.0,1,6180
2012-10-17 18:00:00,290.52,0,0.0,0.0,40,4843
2012-10-17 19:00:00,288.35,0,0.0,0.0,40,3435
2012-10-17 20:00:00,286.72,0,0.0,0.0,40,2921
2012-10-17 21:00:00,285.49,0,0.0,0.0,40,2763
2012-10-17 22:00:00,284.22,0,0.0,0.0,20,1930
2012-10-17 23:00:00,283.8,0,0.0,0.0,20,1160
2012-10-18 00:00:00,283.72,0,0.0,0.0,20,654
2012-10-18 01:00:00,282.8,0,0.0,0.0,40,374
2012-10-18 02:00:00,282.32,0,0.0,0.0,99,301
2012-10-18 03:00:00,282.38,0,0.0,0.0,99,397
2012-10-18 04:00:00,282.76,0,0.0,0.0,90,794
2012-10-18 05:00:00,282.88,0,0.0,0.0,99,2564
2012-10-18 06:00:00,284.18,0,0.0,0.0,75,5358
2012-10-18 07:00:00,284.69,0,0.0,0.0,90,6441
2012-10-18 08:00:00,285.0,0,0.0,0.0,90,5536
2012-10-18 09:00:00,286.9,0,0.0,0.0,99,5256
2012-10-18 10:00:00,288.35,0,0.0,0.0,90,4619
2012-10-18 11:00:00,289.59,0,0.0,0.0,90,5107
2012-10-18 12:00:00,288.27,0,0.0,0.0,99,5147
2012-10-18 13:00:00,286.41,0,0.0,0.0,90,5283
2012-10-18 14:00:00,285.96,0,0.0,0.0,90,5704
2012-10-18 15:00:00,287.04,0,0.0,0.0,90,5887
2012-10-18 16:00:00,287.18,0,0.0,0.0,90,6307
2012-10-18 17:00:00,286.94,0,0.0,0.0,90,5953
2012-10-18 18:00:00,286.01,0,0.0,0.0,90,4519
2012-10-18 19:00:00,284.67,0,0.0,0.0,100,3427
2012-10-18 20:00:00,283.44,0,0.0,0.0,100,2921
2012-10-18 21:00:00,282.51,0,0.0,0.0,100,2649
2012-10-18 22:00:00,281.9,0,0.0,0.0,90,2005
2012-10-18 23:00:00,281.85,0,0.0,0.0,90,1177
2012-10-19 00:00:00,281.28,0,0.0,0.0,90,699
2012-10-19 01:00:00,280.97,0,0.0,0.0,87,436
2012-10-19 02:00:00,280.44,0,0.0,0.0,87,353
2012-10-19 02:00:00,280.44,0,0.0,0.0,87,353
2012-10-19 03:00:00,280.02,0,0.0,0.0,87,399
2012-10-19 04:00:00,279.79,0,0.0,0.0,87,720
2012-10-19 04:00:00,279.79,0,0.0,0.0,87,720
2012-10-19 04:00:00,279.79,0,0.0,0.0,87,720
2012-10-19 04:00:00,279.79,0,0.0,0.0,87,720
2012-10-19 05:00:00,279.74,0,0.0,0.0,87,2370
2012-10-19 05:00:00,279.74,0,0.0,0.0,87,2370
2012-10-19 06:00:00,279.65,0,0.0,0.0,87,5162
2012-10-19 06:00:00,279.65,0,0.0,0.0,87,5162
2012-10-19 06:00:00,279.65,0,0.0,0.0,87,5162
2012-10-19 07:00:00,279.45,0,0.0,0.0,91,5777
2012-10-19 07:00:00,279.45,0,0.0,0.0,91,5777
2012-10-19 08:00:00,279.22,0,0.0,0.0,91,5235
2012-10-19 08:00:00,279.22,0,0.0,0.0,91,5235
2012-10-19 08:00:00,279.22,0,0.0,0.0,91,5235
2012-10-19 09:00:00,279.35,0,0.0,0.0,91,4606
2012-10-19 09:00:00,279.35,0,0.0,0.0,91,4606
2012-10-19 10:00:00,279.92,0,0.0,0.0,91,4328
2012-10-19 11:00:00,280.44,0,0.0,0.0,90,4282
2012-10-19 12:00:00,281.0,0,0.0,0.0,90,4489
2012-10-19 13:00:00,281.51,0,0.0,0.0,90,4908
2012-10-19 14:00:00,281.93,0,0.0,0.0,92,5620
2012-10-19 15:00:00,281.94,0,0.0,0.0,92,5849
2012-10-19 15:00:00,281.94,0,0.0,0.0,92,5849
2012-10-19 16:00:00,282.27,0,0.0,0.0,92,4945
2012-10-19 17:00:00,282.41,0,0.0,0.0,92,4619
2012-10-19 18:00:00,282.21,0,0.0,0.0,90,4479
2012-10-19 19:00:00,281.69,0,0.0,0.0,75,3804
2012-10-19 20:00:00,281.26,0,0.0,0.0,90,2908
2012-10-19 21:00:00,280.66,0,0.0,0.0,92,2942
2012-10-19 22:00:00,280.43,0,0.0,0.0,92,3077
2012-10-19 22:00:00,280.43,0,0.0,0.0,92,3077
2012-10-19 23:00:00,280.1,0,0.0,0.0,92,2051
2012-10-19 23:00:00,280.1,0,0.0,0.0,92,2051
2012-10-19 23:00:00,280.1,0,0.0,0.0,92,2051
2012-10-20 00:00:00,280.06,0,0.0,0.0,92,1270
