date,WSPM,RAIN,DEWP,PRES,TEMP,O3,CO,NO2,SO2,PM10
2013-03-04 10:00:00,2.5,0.0,-12.7,1019.7,11.6,51.0,500.0,25.0,15.0,13.0
2013-03-04 11:00:00,1.4,0.0,-13.0,1019.0,13.1,60.0,400.0,19.0,11.0,14.0
2013-03-04 12:00:00,0.8,0.0,-12.9,1018.1,14.3,63.0,400.0,19.0,12.0,16.0
2013-03-04 13:00:00,1.3,0.0,-13.7,1017.0,14.5,67.0,400.0,18.0,11.0,16.0
2013-03-04 14:00:00,2.5,0.0,-12.6,1016.1,15.8,69.0,400.0,20.0,9.0,13.0
2013-03-04 15:00:00,2.0,0.0,-14.2,1015.4,15.1,67.0,400.0,25.0,11.0,15.0
2013-03-04 16:00:00,2.3,0.0,-13.6,1015.0,14.6,75.0,400.0,28.0,10.0,18.0
2013-03-04 17:00:00,2.9,0.0,-11.7,1015.2,12.8,87.0,500.0,28.0,8.0,26.0
2013-03-04 18:00:00,2.3,0.0,-11.6,1015.7,11.2,63.0,500.0,43.0,13.0,38.0
2013-03-04 19:00:00,1.5,0.0,-10.6,1015.9,9.5,32.0,700.0,65.0,16.0,66.0
2013-03-04 20:00:00,0.6,0.0,-10.6,1016.1,7.8,14.0,1100.0,78.0,25.0,92.0
2013-03-04 21:00:00,2.2,0.0,-10.4,1016.3,6.9,4.0,1399.0,88.0,38.0,104.0
2013-03-04 22:00:00,1.3,0.0,-10.2,1016.0,6.6,7.0,1399.0,83.0,35.0,111.0
2013-03-04 23:00:00,1.2,0.0,-9.7,1015.0,4.9,87.0,1399.0,71.0,52.0,105.0
2013-03-05 00:00:00,0.7,0.0,-8.9,1014.6,5.0,87.0,1300.0,63.0,86.0,106.0
2013-03-05 01:00:00,2.7,0.0,-8.4,1013.9,3.7,87.0,1300.0,58.0,82.0,124.0
2013-03-05 02:00:00,0.9,0.0,-7.9,1013.5,2.3,87.0,1399.0,56.0,4.0,138.0
2013-03-05 03:00:00,1.1,0.0,-7.7,1013.0,-0.4,87.0,1800.0,59.0,4.0,130.0
2013-03-05 04:00:00,0.9,0.0,-8.1,1012.9,-1.1,87.0,1800.0,74.0,5.0,137.0
2013-03-05 05:00:00,0.0,0.0,-7.8,1012.9,-1.9,87.0,2200.0,74.0,59.0,149.0
2013-03-05 06:00:00,0.6,0.0,-9.0,1012.6,-0.1,87.0,2399.0,79.0,63.0,145.0
2013-03-05 07:00:00,0.0,0.0,-7.5,1012.5,2.4,87.0,2799.0,82.0,67.0,137.0
2013-03-05 08:00:00,1.0,0.0,-8.8,1012.3,7.2,87.0,3399.0,90.0,80.0,136.0
2013-03-05 09:00:00,1.9,0.0,-8.6,1011.7,9.0,87.0,3100.0,97.0,117.0,150.0
2013-03-05 10:00:00,1.7,0.0,-8.9,1011.0,10.3,87.0,3000.0,108.0,90.0,172.0
2013-03-05 11:00:00,0.8,0.0,-9.0,1010.2,11.4,87.0,2600.0,108.0,83.0,180.0
2013-03-05 12:00:00,0.8,0.0,-8.7,1008.6,13.2,25.0,2000.0,101.0,73.0,169.0
2013-03-05 13:00:00,1.3,0.0,-8.1,1007.4,14.7,87.0,2100.0,116.0,72.0,157.0
2013-03-05 14:00:00,1.0,0.0,-7.5,1006.5,15.4,87.0,2399.0,140.0,79.0,161.0
2013-03-05 15:00:00,0.9,0.0,-7.1,1006.2,15.9,87.0,2200.0,132.0,102.0,187.0
2013-03-05 16:00:00,0.9,0.0,-6.7,1006.0,14.9,87.0,1700.0,95.0,100.0,217.0
2013-03-05 17:00:00,0.7,0.0,-5.7,1006.5,11.3,78.0,1500.0,75.0,104.0,208.0
2013-03-05 18:00:00,0.7,0.0,-5.7,1007.0,11.3,78.0,1500.0,82.0,104.0,194.0
2013-03-05 19:00:00,0.0,0.0,-5.9,1007.6,6.8,78.0,2200.0,146.0,88.0,206.0
2013-03-05 20:00:00,0.6,0.0,-5.6,1007.9,5.7,78.0,2299.0,145.0,85.0,230.0
2013-03-05 21:00:00,0.6,0.0,-5.5,1007.9,4.6,78.0,3100.0,145.0,88.0,234.0
2013-03-05 22:00:00,0.9,0.0,-5.4,1007.9,4.4,78.0,2700.0,142.0,96.0,233.0
2013-03-05 23:00:00,0.5,0.0,-6.6,1007.5,7.9,78.0,3399.0,154.0,100.0,220.0
2013-03-06 00:00:00,0.4,0.0,-6.2,1007.5,4.8,78.0,3100.0,148.0,110.0,232.0
2013-03-06 01:00:00,0.4,0.0,-5.6,1007.3,2.5,78.0,2799.0,136.0,99.0,232.0
2013-03-06 02:00:00,0.9,0.0,-5.4,1007.0,2.3,78.0,3000.0,138.0,102.0,226.0
2013-03-06 03:00:00,1.0,0.0,-5.6,1006.9,3.6,78.0,2600.0,129.0,82.0,208.0
2013-03-06 04:00:00,0.5,0.0,-6.0,1006.7,4.7,78.0,2799.0,131.0,77.0,187.0
2013-03-06 05:00:00,1.2,0.0,-5.5,1006.8,4.9,78.0,2799.0,131.0,75.0,187.0
2013-03-06 06:00:00,1.5,0.0,-5.7,1007.5,5.3,78.0,3000.0,137.0,79.0,188.0
2013-03-06 07:00:00,0.7,0.0,-5.6,1008.2,6.7,78.0,2700.0,128.0,86.0,200.0
2013-03-06 08:00:00,1.0,0.0,-4.8,1008.2,7.6,78.0,2799.0,117.0,102.0,207.0
2013-03-06 09:00:00,1.0,0.0,-5.6,1008.1,8.7,78.0,2299.0,100.0,88.0,215.0
2013-03-06 10:00:00,1.3,0.0,-5.1,1007.8,9.6,78.0,2600.0,101.0,87.0,202.0
2013-03-06 11:00:00,0.4,0.0,-4.3,1006.7,11.4,78.0,3000.0,106.0,105.0,199.0
2013-03-06 12:00:00,0.8,0.0,-4.5,1006.0,12.2,78.0,2600.0,104.0,107.0,207.0
2013-03-06 13:00:00,0.6,0.0,-4.3,1005.3,13.4,78.0,2700.0,112.0,116.0,218.0
2013-03-06 14:00:00,1.6,0.0,-4.2,1004.6,14.6,78.0,2799.0,116.0,128.0,231.0
2013-03-06 15:00:00,1.8,0.0,-4.3,1004.6,14.5,78.0,3200.0,122.0,138.0,244.0
2013-03-06 16:00:00,1.1,0.0,-4.0,1004.5,13.8,78.0,3299.0,130.0,144.0,253.0
2013-03-06 17:00:00,1.0,0.0,-3.8,1005.2,12.0,67.0,3299.0,129.0,146.0,260.0
2013-03-06 18:00:00,0.0,0.0,-3.6,1006.2,8.6,8.0,3200.0,131.0,138.0,270.0
2013-03-06 19:00:00,0.0,0.0,-3.7,1006.8,6.0,8.0,3500.0,134.0,125.0,278.0
2013-03-06 20:00:00,0.0,0.0,-3.3,1007.6,4.7,8.0,3700.0,135.0,114.0,282.0
2013-03-06 21:00:00,1.0,0.0,-3.1,1007.1,5.0,8.0,4400.0,134.0,110.0,293.0
2013-03-06 22:00:00,0.8,0.0,-2.9,1006.8,6.8,8.0,4700.0,131.0,118.0,285.0
2013-03-06 23:00:00,0.9,0.0,-2.9,1006.9,5.4,8.0,4799.0,130.0,134.0,280.0
2013-03-07 00:00:00,2.4,0.0,-2.9,1006.6,5.2,8.0,5299.0,129.0,123.0,292.0
2013-03-07 01:00:00,1.1,0.0,-3.1,1006.5,3.3,8.0,5200.0,124.0,103.0,316.0
2013-03-07 02:00:00,0.8,0.0,-3.1,1006.0,2.2,8.0,4500.0,118.0,100.0,317.0
2013-03-07 03:00:00,1.1,0.0,-3.5,1005.7,1.0,8.0,4099.0,110.0,98.0,285.0
2013-03-07 04:00:00,1.0,0.0,-3.6,1005.7,0.0,8.0,4799.0,107.0,78.0,263.0
2013-03-07 05:00:00,0.2,0.0,-3.1,1005.7,-0.4,8.0,4799.0,105.0,69.0,257.0
2013-03-07 06:00:00,0.9,0.0,-2.7,1005.7,-0.3,8.0,5700.0,104.0,61.0,256.0
2013-03-07 07:00:00,0.6,0.0,-0.6,1006.0,3.6,8.0,5799.0,106.0,60.0,259.0
2013-03-07 08:00:00,0.1,0.0,-0.8,1005.7,9.4,8.0,6700.0,121.0,81.0,275.0
2013-03-07 09:00:00,0.9,0.0,-1.0,1005.2,10.1,8.0,6000.0,158.0,137.0,306.0
2013-03-07 10:00:00,1.0,0.0,-0.8,1004.4,12.8,8.0,7599.0,206.0,120.0,349.0
2013-03-07 11:00:00,1.6,0.0,-2.4,1002.7,15.6,8.0,8599.0,241.0,130.0,407.0
2013-03-07 12:00:00,2.2,0.0,-2.4,1000.7,16.1,8.0,6099.0,221.0,150.0,454.0
2013-03-07 13:00:00,2.1,0.0,-2.5,999.3,17.2,25.0,3799.0,167.0,137.0,400.0
2013-03-07 14:00:00,2.4,0.0,-2.8,997.9,18.8,62.0,3200.0,110.0,99.0,336.0
2013-03-07 15:00:00,2.1,0.0,-1.5,996.7,18.4,70.0,2600.0,94.0,78.0,338.0
2013-03-07 16:00:00,0.8,0.0,-1.1,996.1,18.2,94.0,1600.0,59.0,56.0,274.0
2013-03-07 17:00:00,1.0,0.0,-1.1,995.8,15.1,94.0,1700.0,81.0,70.0,202.0
2013-03-07 18:00:00,0.9,0.0,-0.6,996.4,10.9,94.0,1700.0,117.0,73.0,226.0
2013-03-07 19:00:00,1.3,0.0,-0.6,996.8,10.5,2.0,1500.0,136.0,62.0,212.0
2013-03-07 20:00:00,0.0,0.0,-2.6,996.9,12.9,94.0,2200.0,147.0,66.0,190.0
2013-03-07 21:00:00,0.6,0.0,-1.4,996.8,11.0,94.0,3500.0,184.0,92.0,251.0
2013-03-07 22:00:00,1.3,0.0,-1.4,997.1,8.1,94.0,4599.0,191.0,103.0,380.0
2013-03-07 23:00:00,1.2,0.0,-1.1,997.2,8.8,94.0,4500.0,182.0,98.0,468.0
2013-03-08 00:00:00,1.0,0.0,-1.9,997.3,5.0,94.0,4500.0,178.0,106.0,454.0
2013-03-08 01:00:00,0.4,0.0,-1.8,997.5,4.9,94.0,4700.0,172.0,74.0,431.0
2013-03-08 02:00:00,0.6,0.0,-1.8,997.4,6.1,94.0,4700.0,164.0,74.0,431.0
2013-03-08 03:00:00,0.7,0.0,-2.1,997.3,3.9,94.0,4200.0,157.0,94.0,375.0
2013-03-08 04:00:00,1.3,0.0,-2.0,997.6,3.4,94.0,4700.0,148.0,65.0,312.0
2013-03-08 05:00:00,0.8,0.0,-2.1,998.3,3.0,94.0,6000.0,158.0,52.0,319.0
2013-03-08 06:00:00,0.4,0.0,-1.8,998.9,2.9,94.0,7000.0,162.0,49.0,333.0
2013-03-08 07:00:00,1.1,0.0,-0.3,999.5,7.2,94.0,7500.0,164.0,48.0,342.0
2013-03-08 08:00:00,0.2,0.0,-0.3,999.9,12.3,94.0,7400.0,165.0,66.0,352.0
2013-03-08 09:00:00,0.9,0.0,-1.0,1000.2,16.2,94.0,8300.0,198.0,118.0,377.0
2013-03-08 10:00:00,1.1,0.0,-1.2,999.9,18.7,94.0,4700.0,220.9028,115.66799999999999,398.0
2013-03-08 11:00:00,3.3,0.0,-3.5,999.6,21.1,94.0,4700.0,187.0,79.0,198.0
2013-03-08 12:00:00,2.7,0.0,-3.3,998.4,22.2,94.0,2299.0,119.0,48.0,166.0
2013-03-08 13:00:00,2.7,0.0,-3.5,997.4,22.9,94.0,1399.0,72.0,41.0,174.0
2013-03-08 14:00:00,4.6,0.0,1.1,997.5,16.7,94.0,1300.0,61.0,47.0,304.0
2013-03-08 15:00:00,3.8,0.0,0.5,998.2,13.5,94.0,2700.0,106.0,92.0,460.0
2013-03-08 16:00:00,1.6,0.0,-0.7,999.0,11.5,86.0,1300.0,75.0,71.0,253.0
2013-03-08 17:00:00,3.2,0.0,-1.1,999.0,9.7,86.0,600.0,56.0,49.0,132.0
2013-03-08 18:00:00,0.8,0.0,-1.7,999.6,8.7,86.0,600.0,46.0,38.0,69.0
2013-03-08 19:00:00,2.2,0.0,-0.7,999.6,8.6,86.0,900.0,49.0,35.0,72.0
2013-03-08 20:00:00,0.6,0.0,-2.3,999.2,7.5,86.0,1100.0,54.0,37.0,72.0
2013-03-08 21:00:00,1.7,0.0,-2.1,998.9,7.4,86.0,1100.0,42.0,33.0,52.0
2013-03-08 22:00:00,2.5,0.0,-3.6,998.1,6.7,86.0,1600.0,68.0,38.0,60.0
2013-03-08 23:00:00,2.0,0.0,-4.6,996.7,5.9,86.0,1700.0,55.0,52.0,54.0
2013-03-09 00:00:00,0.2,0.0,-4.1,995.4,3.9,86.0,2000.0,56.0,54.0,48.0
2013-03-09 01:00:00,1.3,0.0,-3.9,994.3,3.4,86.0,2299.0,61.0,61.0,72.0
2013-03-09 02:00:00,1.5,0.0,-3.7,993.1,2.4,86.0,2299.0,60.0,5.0,75.0
2013-03-09 03:00:00,1.0,0.0,-3.5,992.0,1.6,86.0,2500.0,79.0,5.0,81.0
2013-03-09 04:00:00,0.8,0.0,-3.7,991.1,1.0,86.0,2500.0,75.0,5.0,80.0
2013-03-09 05:00:00,0.4,0.0,-3.2,991.2,1.1,86.0,2700.0,75.0,48.0,88.0
2013-03-09 06:00:00,0.2,0.0,-3.3,991.3,3.8,86.0,2700.0,76.0,74.0,99.0
2013-03-09 07:00:00,1.7,0.0,-2.6,991.7,5.5,86.0,2299.0,89.0,80.0,109.0
2013-03-09 08:00:00,2.6,0.0,-2.3,992.8,9.7,86.0,2100.0,83.0,87.0,138.0
2013-03-09 09:00:00,9.9,0.0,-0.8,995.2,18.0,86.0,2000.0,79.0,92.0,140.0
2013-03-09 10:00:00,13.2,0.0,-5.4,997.1,15.7,86.0,1700.0,70.0,98.0,375.0
2013-03-09 11:00:00,5.3,0.0,-10.2,1000.5,13.8,86.0,900.0,36.0,53.0,589.0
2013-03-09 12:00:00,6.2,0.0,-13.9,1003.2,12.0,86.0,300.0,11.0,10.0,902.0
2013-03-09 13:00:00,3.7,0.0,-16.8,1005.8,10.5,86.0,200.0,9.0,4.0,961.0
2013-03-09 14:00:00,3.6,0.0,-17.8,1006.7,10.5,81.0,200.0,7.0,3.0,890.0
2013-03-09 15:00:00,4.9,0.0,-17.8,1008.2,10.5,81.0,300.0,11.0,3.0,432.0
2013-03-09 16:00:00,4.0,0.0,-18.3,1009.7,11.1,81.0,300.0,11.0,3.0,161.0
2013-03-09 17:00:00,1.8,0.0,-18.4,1011.7,9.7,81.0,300.0,13.0,3.0,119.0
2013-03-09 18:00:00,3.7,0.0,-18.7,1014.7,8.1,81.0,300.0,11.0,3.0,85.0
2013-03-09 19:00:00,1.9,0.0,-18.8,1016.7,7.0,81.0,300.0,16.0,3.0,76.0
2013-03-09 20:00:00,2.2,0.0,-18.8,1018.7,6.0,81.0,400.0,18.0,5.0,52.0
2013-03-09 21:00:00,2.6,0.0,-18.6,1019.6,5.3,81.0,300.0,19.0,9.0,35.0
2013-03-09 22:00:00,1.8,0.0,-18.4,1020.2,4.6,81.0,400.0,18.0,6.0,21.0
2013-03-09 23:00:00,0.5,0.0,-15.7,1020.4,1.8,81.0,400.0,16.0,4.0,7.0
2013-03-10 00:00:00,1.3,0.0,-18.2,1020.1,4.1,81.0,400.0,22.0,4.0,12.0
2013-03-10 01:00:00,1.4,0.0,-18.8,1020.3,2.6,81.0,500.0,26.0,6.0,6.0
2013-03-10 02:00:00,0.6,0.0,-15.9,1020.3,-0.4,81.0,600.0,40.0,9.0,9.0
2013-03-10 03:00:00,1.2,0.0,-12.6,1020.7,-1.9,81.0,700.0,38.0,12.0,7.0
2013-03-10 04:00:00,1.0,0.0,-13.6,1021.4,-1.0,81.0,1200.0,60.0,11.0,22.0
2013-03-10 05:00:00,0.5,0.0,-14.3,1021.6,-3.2,81.0,1200.0,77.0,22.0,25.0
2013-03-10 06:00:00,1.5,0.0,-13.8,1022.1,-2.6,81.0,1800.0,78.0,26.0,36.0
2013-03-10 07:00:00,2.0,0.0,-15.5,1022.8,3.2,81.0,1800.0,75.0,25.0,37.0
2013-03-10 08:00:00,4.3,0.0,-15.7,1023.1,5.5,81.0,1300.0,68.0,33.0,28.0
2013-03-10 09:00:00,3.6,0.0,-16.0,1022.6,6.7,81.0,1000.0,50.0,40.0,32.0
2013-03-10 10:00:00,3.1,0.0,-16.1,1021.7,8.3,81.0,1000.0,37.0,28.0,54.0
2013-03-10 11:00:00,3.7,0.0,-15.1,1021.2,9.6,81.0,800.0,26.0,24.0,42.0
2013-03-10 12:00:00,4.6,0.0,-15.4,1020.3,10.2,81.0,600.0,24.0,26.0,43.0
2013-03-10 13:00:00,4.1,0.0,-14.9,1019.1,10.7,81.0,500.0,21.0,22.0,34.0
2013-03-10 14:00:00,3.0,0.0,-14.5,1018.2,11.2,79.0,400.0,18.0,16.0,27.0
2013-03-10 15:00:00,4.0,0.0,-14.7,1017.8,11.0,85.0,500.0,19.0,18.0,64.0
2013-03-10 16:00:00,3.5,0.0,-13.6,1017.5,10.5,85.0,500.0,23.0,22.0,53.0
2013-03-10 17:00:00,1.4,0.0,-13.3,1017.4,9.2,85.0,500.0,29.0,25.0,67.0
2013-03-10 18:00:00,1.3,0.0,-12.9,1017.7,8.2,85.0,600.0,34.0,26.0,72.0
2013-03-10 19:00:00,1.7,0.0,-11.5,1018.0,6.7,85.0,900.0,54.0,30.0,86.0
2013-03-10 20:00:00,1.2,0.0,-10.8,1018.3,5.9,85.0,1000.0,66.0,31.0,100.0
2013-03-10 21:00:00,0.9,0.0,-10.5,1018.4,4.8,85.0,900.0,60.0,27.0,87.0
2013-03-10 22:00:00,0.9,0.0,-10.1,1017.8,4.4,85.0,1100.0,58.0,36.0,103.0
2013-03-10 23:00:00,1.3,0.0,-10.0,1017.9,3.3,85.0,1200.0,61.0,41.0,110.0
2013-03-11 00:00:00,1.0,0.0,-9.6,1017.9,2.0,85.0,1200.0,61.0,55.0,118.0
2013-03-11 01:00:00,0.8,0.0,-9.0,1017.3,1.1,85.0,1200.0,63.0,72.0,124.0
2013-03-11 02:00:00,0.8,0.0,-8.8,1016.6,0.4,85.0,1300.0,67.0,78.0,117.0
2013-03-11 03:00:00,0.7,0.0,-8.5,1016.3,-1.1,85.0,1300.0,64.0,89.0,122.0
2013-03-11 04:00:00,0.2,0.0,-8.0,1016.1,-1.9,85.0,1300.0,67.0,70.0,113.0
2013-03-11 05:00:00,1.1,0.0,-7.8,1016.2,-2.5,85.0,1300.0,63.0,86.0,115.0
2013-03-11 06:00:00,0.7,0.0,-7.2,1016.2,-2.1,85.0,1399.0,65.0,91.0,110.0
2013-03-11 07:00:00,0.5,0.0,-7.0,1016.4,-0.2,85.0,1800.0,73.0,59.0,93.0
2013-03-11 08:00:00,0.2,0.0,-7.7,1016.4,3.8,85.0,1700.0,77.0,60.0,104.0
